step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
2080,38,1156,17,4.084931674,10,701,0.041141373,10,701,FALSE,,
2090,41,1520,21.71428571,4.301824338,9,749,0.134414385,9,749,FALSE,,
2100,42,1693,23.19178082,4.279139537,11,973,0.132222304,11,973,FALSE,,
2110,41,1859,24.14285714,4.589930374,12,1086,0.07939932,12,1086,FALSE,,
2120,41,1893,24.26923077,4.238997914,12,1036,0.072524509,12,1036,FALSE,,
2130,43,2118,27.86842105,3.387804152,10,991,0.008646289,10,991,FALSE,,
2140,42,1383,17.96103896,3.496535277,10,997,0.014231006,10,997,FALSE,,
2150,44,494,6.675675676,3.228362587,15,1292,0.031578626,15,1292,FALSE,,
2160,46,814,11.15068493,2.272385156,15,1286,0.026116228,15,1286,FALSE,,
2170,36,814,10.57142857,3.980829072,13,1227,0.057126565,13,1227,FALSE,,
2180,35,934,12.28947368,4.857656465,13,1142,0.037631562,13,1142,FALSE,,
2190,44,925,12.5,4.829064658,13,1165,0.002098465,13,1165,FALSE,,
2200,49,1297,17.76712329,4.160536156,12,1128,0.046743363,12,1128,FALSE,,
2210,43,1481,21.15714286,3.307922228,14,1141,0.050651832,14,1141,FALSE,,
2220,50,1833,25.45833333,3.370475521,15,1291,0,15,1291,FALSE,,
2230,44,1231,17.84057971,3.138702651,8,871,0.020841544,8,871,FALSE,,
2240,30,575,8.098591549,3.991869151,9,1021,0.074158619,9,1021,FALSE,,
2250,19,457,6.436619718,4.808847231,8,485,0.076139789,8,485,FALSE,,
2260,30,581,8.671641791,3.459142387,12,1132,0.098631542,12,1132,FALSE,,
2270,21,407,5.898550725,5.479589139,9,904,0.057664878,9,904,FALSE,,
2280,24,505,7.426470588,4.52149306,11,855,0.035608143,11,855,FALSE,,
2290,25,566,8.323529412,4.209873252,11,997,0.081721205,11,997,FALSE,,
2300,24,653,9.069444444,4.708643615,7,764,0.064960634,7,764,FALSE,,
2310,30,640,8.767123288,3.921623631,12,1071,0.004336681,12,1071,FALSE,,
2320,33,254,3.628571429,4.01193951,9,937,0.085892098,9,937,FALSE,,
2330,42,516,7.267605634,4.428889515,10,907,0.043407963,10,907,FALSE,,
2340,47,880,12.94117647,2.718564216,11,939,0.016913633,11,939,FALSE,,
2350,49,1241,16.54666667,3.488734443,12,1053,0.047491832,12,1053,FALSE,,
2360,39,1180,15.32467532,3.652802952,12,1202,0.07535995,12,1202,FALSE,,
2370,50,1558,19.97435897,3.160054526,12,1321,0.056868988,12,1321,FALSE,,
2380,57,1933,24.1625,3.048570234,13,1491,0,13,1491,FALSE,,
2390,60,2398,28.21176471,2.95104679,13,1621,0.032066582,13,1621,FALSE,,
2400,63,2849,33.51764706,2.013869455,13,1751,0,13,1751,FALSE,,
2410,62,3139,36.92941176,1.922129942,14,1943,3.58E-05,14,1943,FALSE,,
2420,74,3754,42.65909091,1.396805341,14,2083,0,14,2083,FALSE,,
2430,72,4417,49.62921348,1.91801192,14,2223,0.047359778,14,2223,FALSE,,
2440,74,4857,51.12631579,1.789515418,14,2363,0.044870636,14,2363,FALSE,,
2450,77,5236,50.83495146,1.580358235,16,2512,2.14E-05,16,2512,FALSE,,
2460,85,5807,52.31531532,1.928969258,14,2643,0,14,2643,FALSE,,
2470,89,6593,59.3963964,2.06722092,14,2783,0.039243057,14,2783,FALSE,,
2480,81,4387,38.48245614,1.871594008,5,1572,0.026911015,5,1572,FALSE,,
2490,64,1521,13.58035714,2.197319066,11,1688,0.085187012,11,1688,FALSE,,
2500,59,818,7.113043478,2.087403756,11,1268,0.042118905,11,1268,FALSE,,
2510,45,385,3.377192982,2.850016183,10,1662,0.053010852,10,1662,FALSE,,
2520,47,439,3.919642857,2.785007097,7,819,0.131889018,7,819,FALSE,,
2530,58,447,4.063636364,3.44810987,11,1866,0.015219665,11,1866,FALSE,,
2540,70,736,7.00952381,2.124920971,16,2158,0.036105319,16,2158,FALSE,,
2550,70,1080,10.18867925,1.808279667,13,2340,0.014120047,13,2340,FALSE,,
2560,69,1223,11.42990654,2.114665857,14,2602,0.033855296,14,2602,FALSE,,
2570,78,1549,14.21100917,1.906832898,14,2719,0.01779411,14,2719,FALSE,,
2580,89,1790,16.72897196,2.025177725,14,2859,0.04835756,14,2859,FALSE,,
2590,83,2257,20.89814815,1.590656727,14,2999,0.034020754,14,2999,FALSE,,
2600,88,2746,24.51785714,1.565403351,15,3146,0,15,3146,FALSE,,
2610,96,3624,30.45378151,2.060725633,14,3279,0.070972841,14,3279,FALSE,,
2620,78,2705,22.92372881,1.624829344,8,2056,0.011356304,8,2056,FALSE,,
2630,53,1197,9.975,2.690994871,7,1822,0.09793648,7,1822,FALSE,,
2640,66,575,4.752066116,3.041992626,13,2276,0.054972866,13,2276,FALSE,,
2650,44,628,5.322033898,3.509768415,7,1797,0.063616242,7,1797,FALSE,,
2660,56,900,8.035714286,3.481478436,13,1976,0.047629623,13,1976,FALSE,,
2670,46,901,8.342592593,3.2181196,10,1570,0.019734171,10,1570,FALSE,,
2680,38,840,7.777777778,3.643609289,11,2494,0.036503272,11,2494,FALSE,,
2690,40,920,8.761904762,3.217788642,9,2173,0.062554749,9,2173,FALSE,,
2700,25,677,6.327102804,3.870076614,10,2327,0.051094507,10,2327,FALSE,,
2710,41,851,8.182692308,3.123629369,9,1585,0.015925581,9,1585,FALSE,,
2720,41,1022,9.551401869,3.003717573,11,2242,0.062166168,11,2242,FALSE,,
2730,44,1178,11.11320755,3.291838196,9,1945,0.063700885,9,1945,FALSE,,
2740,49,1365,12.63888889,3.159182211,11,1480,0.040314373,11,1480,FALSE,,
2750,44,1421,13.15740741,3.269451105,11,2275,0.061351125,11,2275,FALSE,,
2760,49,1690,15.22522523,3.397511083,13,1699,0.055188899,13,1699,FALSE,,
2770,48,1791,15.84955752,3.836948638,12,2157,0.07143635,12,2157,FALSE,,
2780,40,1987,17.74107143,3.657427817,11,1827,0.023940926,11,1827,FALSE,,
2790,42,2221,20.00900901,4.715958561,10,1594,0.075424257,10,1594,FALSE,,
2800,44,2466,23.04672897,4.225107808,16,2210,0.032064189,16,2210,FALSE,,
2810,40,2699,26.72277228,4.081971783,13,1885,0.040408914,13,1885,FALSE,,
2820,52,3075,31.70103093,3.158073769,13,2374,0.0930961,13,2374,FALSE,,
2830,41,3327,34.29896907,3.997677057,12,2212,0.020431222,12,2212,FALSE,,
2840,47,2208,23.4893617,2.90683793,13,1774,0.049270946,13,1774,FALSE,,
2850,45,1075,11.55913978,3.318649302,15,1768,0.0228234,15,1768,FALSE,,
2860,52,1381,14.69148936,3.04813839,18,1989,0.001301312,18,1989,FALSE,,
2870,59,1684,18.10752688,2.5096606,19,2129,0.013705662,19,2129,FALSE,,
2880,72,1706,17.95789474,2.231103342,16,2028,0.031934791,16,2028,FALSE,,
2890,66,1939,19.58585859,2.783555289,19,2118,0.058188497,19,2118,FALSE,,
2900,55,1988,20.28571429,3.360259775,13,1631,0.052909524,13,1631,FALSE,,
2910,63,2368,24.92631579,2.572221827,18,2037,0.009726197,18,2037,FALSE,,
2920,60,2824,30.3655914,2.88577416,15,2119,0.019327744,15,2119,FALSE,,
2930,56,2216,24.35164835,2.209971647,10,1515,0.024925057,10,1515,FALSE,,
2940,40,1110,11.80851064,3.35206087,7,1454,0.073076828,7,1454,FALSE,,
2950,32,964,10.04166667,3.773807315,10,1775,0.068225103,10,1775,FALSE,,
2960,38,627,6.463917526,3.585868056,18,1963,0.027485142,18,1963,FALSE,,
2970,37,687,7.082474227,3.853443138,9,1497,0.053110278,9,1497,FALSE,,
2980,40,680,7.010309278,3.981575479,13,1411,0.11349587,13,1411,FALSE,,
2990,46,877,9.135416667,3.777780663,12,1299,0.08986395,12,1299,FALSE,,
3000,49,1057,11.3655914,3.146895039,11,1740,0.067723422,11,1740,FALSE,,
3010,43,1247,13.12631579,4.390039656,15,1518,0.041344452,15,1518,FALSE,,
3020,41,1324,14.08510638,4.256703992,12,1816,0.089029632,12,1816,FALSE,,
3030,36,597,5.97,4.37844647,13,2008,0.036928417,13,2008,FALSE,,
3040,41,337,3.474226804,4.199791681,15,2067,0.043369279,15,2067,FALSE,,
3050,61,730,7.525773196,3.132211632,16,2226,0.03468435,16,2226,FALSE,,
3060,60,801,8.090909091,2.530763179,10,1980,0.03826267,10,1980,FALSE,,
3070,48,832,8.404040404,2.688694153,10,1575,0.05604093,10,1575,FALSE,,
3080,55,1084,10.73267327,2.579625341,11,1474,0.06305224,11,1474,FALSE,,
3090,54,924,9.24,3.334351613,8,984,0.019977162,8,984,FALSE,,
3100,48,598,6.164948454,2.056434669,13,1267,0.035523662,13,1267,FALSE,,
3110,48,522,5.272727273,3.380399435,9,1408,0.124048058,9,1408,FALSE,,
3120,47,701,7.080808081,3.26244617,12,1610,0.048183154,12,1610,FALSE,,
3130,30,749,7.802083333,3.231436422,10,1399,0.029082016,10,1399,FALSE,,
3140,44,790,8.229166667,3.652635621,11,1401,0.060523418,11,1401,FALSE,,
3150,54,740,7.956989247,3.283498759,14,1675,0.07756543,14,1675,FALSE,,
3160,67,1101,11.58947368,2.71243384,18,1619,5.47E-07,18,1619,FALSE,,
3170,65,1552,16.33684211,2.483753584,14,1757,0.076887304,14,1757,FALSE,,
3180,52,857,8.835051546,2.775853,10,1194,0.030570667,10,1194,FALSE,,
3190,50,536,5.36,2.977632779,10,964,0.038104456,10,964,FALSE,,
3200,50,760,7.169811321,3.34202866,9,1373,0.058212747,9,1373,FALSE,,
3210,35,647,6.281553398,4.780435619,11,1494,0.081172165,11,1494,FALSE,,
3220,28,666,6.727272727,3.666713393,10,1118,0.097734607,10,1118,FALSE,,
3230,39,934,9.729166667,3.537981151,8,1082,0.083219228,8,1082,FALSE,,
3240,34,1140,12,3.833483825,8,1094,0.070744652,8,1094,FALSE,,
3250,31,1234,12.85416667,4.845749423,12,1441,0.042478682,12,1441,FALSE,,
3260,35,1437,15.12631579,4.628039697,8,1337,0.081120841,8,1337,FALSE,,
3270,34,682,7.494505495,3.861810703,9,1255,0.035584555,9,1255,FALSE,,
3280,28,236,2.651685393,4.283978587,9,1247,0.080471932,9,1247,FALSE,,
3290,45,575,6.460674157,4.621187364,15,1448,0.044949795,15,1448,FALSE,,
3300,53,911,10.47126437,3.351603332,16,1496,0.037060688,16,1496,FALSE,,
3310,45,672,7.813953488,2.843783625,9,1133,0.046684665,9,1133,FALSE,,
